text,label,notes
"bug: @observe silently swallows TypeError in async generators\n\n### Describe the bug\n\n`_ContextPreservedAsyncGeneratorWrapper.__anext__` has an `except TypeError` clause intended as a Python < 3.10 fallback for `asyncio.create_task(context=...)`. This also catches any `TypeError` raised inside the user's async generator body, silently swallowing it.\n\nThe fallback calls `__anext__()` on the already-failed generator, which raises `StopAsyncIteration`, so the iteration ends silently with zero items and no error.\n\nThis means any programming error that raises `TypeError` inside an @observe-decorated async generator — ABC instantiation failures, wrong argument types, incompatible operator usage, etc. — is silently ignored. In a streaming API pipeline, this can cause requests to return empty responses with no error logged, making debugging extremely difficult.\n\n### Steps to reproduce\n\n```python\nimport asyncio\nfrom abc import ABC, abstractmethod\nfrom typing import AsyncGenerator\nfrom langfuse import observe\n\nclass Base(ABC):\n    @abstractmethod\n    async def do_something(self) -> None: ...\n\nclass Broken(Base):\n    pass  # Missing abstract method\n\n@observe(name=""test"")\nasync def my_generator() -> AsyncGenerator[str, None]:\n    obj = Broken()  # Should raise TypeError\n    yield ""unreachable""\n\nasync def main():\n    async for item in my_generator():\n        print(item)\n    print(""completed with no error"")  # This is reached\n\nasyncio.run(main())\n```\n\nWithout @observe, this raises `TypeError`. With @observe, it completes silently.\n\n### Suggested fix\nhttps://github.com/langfuse/langfuse-python/blob/83d95bdd12e18012a022202d85cb8ed65367e729/langfuse/_client/observe.py#L635\n\n~~Since langfuse v3 requires Python >= 3.10, the `except TypeError` fallback is unnecessary. \nRemoving it or replacing with a `sys.version_info` check would fix the issue.~~\n\nThe `context` parameter of `asyncio.create_task()` was added in Python 3.11.\nSince langfuse v3 requires Python >= 3.10, the fallback for Python 3.10 is still needed, but it should use a `sys.version_info` check instead of `except TypeError` to avoid catching unrelated TypeErrors from user code.\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\nlangfuse==3.11.2 (also verified on main branch / v3.14.5)\nPython 3.12\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nYes",bug_report,github bug label or bug: title
"Updating prompt diffs\n\nHi there! \n\nThere are a few issues in prompt diff calculation which I think can be improved for a better user experience \n\n1. Line inserts making the rest of the prompt be shown as added\n\nWhen there is a new line added, the rest is added as green even though it's not changed\n\n<img width=""1266"" height=""320"" alt=""Image"" src=""https://github.com/user-attachments/assets/da9821cf-6bc9-4829-a41f-8730a5fad75a"" />\n\n2. Line removals making the rest of the prompt shown as added\n\nSimilar to point 2, removing a line breaks the chain and rest of the prompt is shown as changed.\n\n<img width=""1265"" height=""312"" alt=""Image"" src=""https://github.com/user-attachments/assets/269b000a-7b56-4837-8aa3-155403c729b2"" />\n\n3. Multiple changes in the same diff makes it difficult to understand what actually changed.\n\nEspecially if there is a change in one line followed by other changes in the next lines, it becomes difficult to understand what actually changed mostly because of the character by character comparison.\n\n<img width=""1267"" height=""299"" alt=""Image"" src=""https://github.com/user-attachments/assets/4b530510-498c-4cfe-a49b-c2391f80501c"" />\n\nSolution Proposal\n\nI'm proposing a two level diff calculation\n1. Calculate the diff line by line\n2. For changed segments from the previous segment, calculate the diff word by word \n\nBelow I put the screenshots of the outputs that the new method shows to the issues above\n\n1. Rest of the prompts are showing as unchanged.\n\n<img width=""1265"" height=""259"" alt=""Image"" src=""https://github.com/user-attachments/assets/aa12bcea-7c36-4347-93f4-492fa2b72d9b"" />\n\n2. Similar to point 1.\n\n<img width=""1266"" height=""257"" alt=""Image"" src=""https://github.com/user-attachments/assets/630a681e-54ae-449e-a442-cc64271a5f18"" />\n\n3. It shows the 5th line as changed and the 7th line as removed. \n\n<img width=""1266"" height=""275"" alt=""Image"" src=""https://github.com/user-attachments/assets/849ba5ea-358a-432f-9392-4665dabf6cce"" />",feature_request,improvement label without bug
"bug: python SDK: `get_prompt` fails when prompt ID contains forward slashes (`/`) due to incorrect URL encoding\n\n### Describe the bug\n\nI encountered an issue in the Python SDK similar to #[6114](https://github.com/langfuse/langfuse/issues/6114), but specifically affecting the `get_prompt` function.\n\nWhen fetching a prompt using `langfuse_client.get_prompt()`, providing a `langfuse_prompt_id` that contains a forward slash (e.g., `ai_agent/faq`) causes the request to fail.\n\nIt appears that `self._url_encode` does not handle the `/` character correctly during URL construction. Furthermore, attempting to manually URL-encode the input (e.g., passing `ai_agent%2Ffaq`) results in double encoding (becoming `ai_agent%252Ffaq`), which also causes the fetch to fail.\n\n### Steps to reproduce\n\nCreate a prompt in Langfuse with a name that includes a slash, for example: `ai_agent/faq`.\n\nInitialize the Langfuse client.\n\nAttempt to fetch the prompt using the ID containing the slash.\n\n```\nfrom langfuse import Langfuse\n\nlangfuse_client = Langfuse()\n\nprompt_id = ""ai_agent/faq""\n\nprompt_client = langfuse_client.get_prompt(\n    name=prompt_id,\n)\n```\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n2.57.13a0\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\nObserved behavior: The client throws an error (likely 404) because the API route is not constructed correctly.\n\nExpected behavior: The SDK should correctly encode or handle the forward slash in the prompt ID, allowing `get_prompt` to retrieve the prompt `ai_agent/faq` successfully without manual encoding.\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"bug: SSO Configuration with Keycloak: OAuthSignin Error — Outgoing Request Timeout\n\n### Describe the bug\n\nI'm attempting to configure SSO with Keycloak for Langfuse. Both services are running in separate Docker Compose setups.\n\nClicking the Keycloak login button correctly redirects to the Keycloak login page. After successfully logging in, the browser redirects back to Langfuse but displays an OAuthSignin error.\n\nBelow is the error log on langfuse web container.\n```\n[next-auth][error][SIGNIN_OAUTH_ERROR] \nhttps://next-auth.js.org/errors#signin_oauth_error outgoing request timed out after 3500ms {\n  error: {\n    message: 'outgoing request timed out after 3500ms',\n    stack: 'RPError: outgoing request timed out after 3500ms\n' +\n      '    at /app/node_modules/.pnpm/openid-client@5.7.1/node_modules/openid-client/lib/helpers/request.js:140:13\n' +\n      '    at async Issuer.discover (/app/node_modules/.pnpm/openid-client@5.7.1/node_modules/openid-client/lib/issuer.js:144:22)\n' +\n      '    at async openidClient (/app/node_modules/.pnpm/next-auth@4.24.13_patch_hash=7b301d2607ee3cd8bba4f6978ba8cdd7a616b59d6e414191da3b38950c_0d5940d86cc452caefbc32a62dd8d521/node_modules/next-auth/core/lib/oauth/client.js:32:14)\n' +\n      '    at async getAuthorizationUrl (/app/node_modules/.pnpm/next-auth@4.24.13_patch_hash=7b301d2607ee3cd8bba4f6978ba8cdd7a616b59d6e414191da3b38950c_0d5940d86cc452caefbc32a62dd8d521/node_modules/next-auth/core/lib/oauth/authorization-url.js:58:18)\n' +\n      '    at async Object.signin (/app/node_modules/.pnpm/next-auth@4.24.13_patch_hash=7b301d2607ee3cd8bba4f6978ba8cdd7a616b59d6e414191da3b38950c_0d5940d86cc452caefbc32a62dd8d521/node_modules/next-auth/core/routes/signin.js:31:24)\n' +\n      '    at async AuthHandler (/app/node_modules/.pnpm/next-auth@4.24.13_patch_hash=7b301d2607ee3cd8bba4f6978ba8cdd7a616b59d6e414191da3b38950c_0d5940d86cc452caefbc32a62dd8d521/node_modules/next-auth/core/index.js:230:26)\n' +\n      '    at async NextAuthApiHandler (/app/node_modules/.pnpm/next-auth@4.24.13_patch_hash=7b301d2607ee3cd8bba4f6978ba8cdd7a616b59d6e414191da3b38950c_0d5940d86cc452caefbc32a62dd8d521/node_modules/next-auth/next/index.js:18:19)\n' +\n      '    at async n (/app/web/.next/server/chunks/[root-of-the-server]__05-lflv._.js:1:9165)\n' +\n      '    at async tI (/app/node_modules/.pnpm/next@16.2.1_@babel+core@7.29.0_@opentelemetry+api@1.9.0_@playwright+test@1.57.0_babel-p_d63f8ed1129ac7a55881578bc6051698/node_modules/next/dist/compiled/next-server/pages-api-turbo.runtime.prod.js:1:101873)\n' +\n      '    at async tM.render (/app/node_modules/.pnpm/next@16.2.1_@babel+core@7.29.0_@opentelemetry+api@1.9.0_@playwright+test@1.57.0_babel-p_d63f8ed1129ac7a55881578bc6051698/node_modules/next/dist/compiled/next-server/pages-api-turbo.runtime.prod.js:1:102588)',\n    name: 'RPError'\n  },\n  providerId: 'keycloak',\n  message: 'outgoing request timed out after 3500ms'\n}\n```\n\n### Steps to reproduce\n\n1. Configure Langfuse with Keycloak SSO using the environment variables below.\n2. Click the Keycloak login button on the Langfuse login page.\n3. Log in on the Keycloak login page.\n4. Observe the OAuthSignin error upon redirect back to Langfuse.\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n3\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\nLangfuse environment variables:\n```env\nNEXTAUTH_URL=http://210.118.0.19:4000\nAUTH_DISABLE_USERNAME_PASSWORD=true\nAUTH_KEYCLOAK_ALLOW_ACCOUNT_LINKING=true\nAUTH_KEYCLOAK_CLIENT_ID=langfuse\nAUTH_KEYCLOAK_CLIENT_SECRET=mysecret\nAUTH_KEYCLOAK_ISSUER=http://210.118.0.19:8080/realms/ai-platform-realm\nAUTH_KEYCLOAK_CHECKS=pkce,state\n```\n\nKeycloak client settings:\n\n<img width=""905"" height=""463"" alt=""Image"" src=""https://github.com/user-attachments/assets/ca170ea0-0ec9-4309-9a8a-03953194a125"" />\n\n### Are you interested in contributing a fix for this bug?\n\nYes",bug_report,github bug label or bug: title
"AI SDK v6 + Langfuse v5: Trace input/output empty while Observations contain correct IO\n\n---\n\n### Title\n\nAI SDK v6 + Langfuse v5: Trace input/output empty while Observations contain correct IO\n\n---\n\n### Description\n\nWe are integrating **Langfuse (v5)** with **Vercel AI SDK v6** in a Next.js (Node runtime) application using OpenTelemetry (`@langfuse/otel` + `NodeSDK`).\n\nTracing is working end-to-end:\n\n* Traces are created successfully\n* Observations are captured correctly\n* AI SDK spans (scope: `ai`) are visible\n* Tool metadata and execution details are present\n\nHowever, we consistently see the following issue:\n\n👉 **Trace-level input/output is empty in the “Traces” tab**\n👉 **The same input/output is correctly visible in the “Observations” tab**\n\n---\n\n### Expected Behavior\n\nWe expected one of the following:\n\n1. Trace input/output to be automatically populated from the root observation (as suggested in docs), OR\n2. Clear guidance that trace-level IO is intentionally not populated in AI SDK + v5 workflows\n\n---\n\n### Actual Behavior\n\n* Trace shows message:\n\n  > ""Looks like the trace did not receive an input or output""\n\n* But:\n\n  * Observations clearly contain:\n\n    * full input (messages / prompt)\n    * full output (LLM response)\n  * AI SDK telemetry (`experimental_telemetry`) is enabled with:\n\n    ```ts\n    isEnabled: true,\n    recordInputs: true,\n    recordOutputs: true\n    ```\n\n---\n\n### Environment\n\n* Langfuse: v5 (using `@langfuse/tracing` and `@langfuse/otel`)\n* AI SDK: v6\n* Next.js: v15 (App Router)\n* Runtime: Node.js (NOT Edge)\n* OpenTelemetry: `@opentelemetry/sdk-node`\n* Model: Azure OpenAI / OSS models (multi-provider setup)\n* Streaming: `streamText(...)` with tools\n\n---\n\n### Implementation Details\n\n#### OpenTelemetry setup\n\n```ts\nimport { NodeSDK } from ""@opentelemetry/sdk-node"";\nimport { LangfuseSpanProcessor } from ""@langfuse/otel"";\n\nconst sdk = new NodeSDK({\n  spanProcessors: [\n    new LangfuseSpanProcessor({ exportMode: ""immediate"" }),\n  ],\n});\n\nsdk.start();\n```\n\n---\n\n#### AI SDK call\n\n```ts\nstreamText({\n  model,\n  messages,\n  tools,\n  experimental_telemetry: {\n    isEnabled: true,\n    functionId: ""chat-streaming"",\n    recordInputs: true,\n    recordOutputs: true,\n    metadata: {\n      userId,\n      sessionId,\n      environment,\n    },\n  },\n});\n```\n\n---\n\n#### Attempted Fixes\n\nWe tried:\n\n* Removing custom `shouldExportSpan` filtering\n* Using default Langfuse span processor\n* Passing explicit tracer:\n\n  ```ts\n  tracer: langfuseTracerProvider.getTracer(""ai"")\n  ```\n* Wrapping request in:\n\n  ```ts\n  startActiveObservation(...)\n  ```\n\n  and explicitly setting:\n\n  ```ts\n  rootSpan.update({ input, output })\n  ```\n* Testing with both:\n\n  * `generateText`\n  * `streamText`\n* Ensuring Node runtime (not Edge)\n* Ensuring no conflicting OTEL providers\n\n---\n\n### Observations\n\n* Observations tab consistently shows correct input/output\n* Trace tab remains empty\n* Tool-heavy traces (AI SDK with tools) appear to attach IO only to child observations\n* Root observation may not contain IO even when explicitly set\n\n---\n\n### Question\n\nIs this expected behavior in Langfuse v5?\n\nSpecifically:\n\n1. Is trace-level input/output intentionally not populated for AI SDK integrations?\n2. Should users rely exclusively on **observation-level IO** in v5?\n3. Is there a recommended pattern to ensure trace-level IO is populated (for evals / dashboards)?\n4. Does tool usage or streaming (`streamText`) affect root observation IO propagation?\n\n---",bug_report,failure language or bug template
"1C\n\nHow should Langfuse traces be structured for an agent using MCP tools, OpenRouter, RAG, and internal enterprise systems like 1C/Redmine?",support_question,question/clarification without failure
"Have you considered adding a Langchain callback based on AsyncCallbackHandler to the Python SDK?\n\nWe're running asynchronously in a graph written in Langgraph. After adding callbacks, the final chain end phase is stuck for a long time, even blocking the health checks of our online services. Removing the Langfuse callbacks has made things much faster. Langchain's documentation shows an AsyncCallbackHandler (https://python.langchain.com/docs/how_to/callbacks_async/), and not using it in an asynchronous environment can cause I/O blocking. However, Langfuse doesn't implement this AsyncCallbackHandler. Are there plans to implement this?\n\n<img width=""2307"" height=""314"" alt=""Image"" src=""https://github.com/user-attachments/assets/9f75abb1-59d8-46eb-9cd6-e8304bbd8b5c"" />",support_question,question/clarification without failure
"bug: Nested traces broken\n\n### Describe the bug\n\nI'm using `CallbackHandler` instead of the OTEL Langchain instrumentor due to [this issue](https://github.com/traceloop/openllmetry/issues/2790) (now fixed) in an implementation that has an `Orchestrator` which calls a graph (`Graph1`), which in turn calls Graph2 multiple times in parallel using `asyncio`. Graph2 calls retrievers and LLMs (e.g., `ChatOpenAI`).\n\nThe traces were displayed correctly until last Friday, meaning that all traces were nested properly: 1 trace for the Orchestrator containing 1 trace for `Graph1`, containing as many traces as calls of `Graph2`. Now, all the traces are at the same level.\n\n## Expected trace structure\n- Orchestrator\n  - Graph1\n    - Graph2-1\n      - llm node\n        - ChatOpenAI \n    - Graph2-2\n      - llm node\n        - ChatOpenAI \n    - Graph2-3\n      - llm node\n        - ChatOpenAI \n\n## Obtained trace\n\n<img width=""300"" height=""640"" alt=""Image"" src=""https://github.com/user-attachments/assets/89c56946-c9e0-49a9-90fb-ae2b1760bfc1"" />\n\n### Steps to reproduce\n\n```\nimport asyncio\nimport logging\nimport os\nfrom typing import TypedDict\n\nfrom langchain_openai import ChatOpenAI\nfrom langfuse import get_client\nfrom langfuse.langchain import CallbackHandler\nfrom langgraph.graph import END, START, StateGraph\n\n# Suppress OpenTelemetry context detach error (similar to your app.py setup)\nlogging.getLogger(""opentelemetry.context"").setLevel(logging.CRITICAL)\n\n# Set environment variables (remove these in production!)\nos.environ[""LANGFUSE_SECRET_KEY""]=""...""\nos.environ[""LANGFUSE_PUBLIC_KEY""]=""...""\nos.environ[""LANGFUSE_HOST""] = ""https://cloud.langfuse.com/""\n\nos.environ[""OPENAI_API_KEY""]=""...""\nos.environ[""OPENAI_SERVICES_ACCOUNT""] = ""...""\n\n# --------------\n\nclass State2(TypedDict):\n    output2: str\n\nclass Graph2:\n    def __init__(self):\n        # Graph\n        graph = StateGraph(State2)\n\n        # Nodes\n        graph.add_node(""llm_call_graph2"", self.llm_call_graph2)\n\n        # Edges\n        graph.add_edge(START, ""llm_call_graph2"")\n        graph.add_edge(""llm_call_graph2"", END)\n\n        # Compile\n        self.graph = graph.compile()\n\n    async def llm_call_graph2(self, state: State2):\n        llm = ChatOpenAI(model=""gpt-4o-mini"", temperature=0)\n        response = await llm.ainvoke(""Hello, how are you?"")\n        return {\n            ""output2"": response.content,\n        }\n\n# --------------\n\nclass State1(TypedDict):\n    output1: list[State2]\n\nclass Graph1:\n    def __init__(self):\n        # Graph\n        graph = StateGraph(State1)\n\n        # Nodes\n        graph.add_node(""call_graph2"", self.call_graph2)\n\n        # Edges\n        graph.add_edge(START, ""call_graph2"")\n        graph.add_edge(""call_graph2"", END)\n\n        self.graph = graph.compile()\n\n    async def call_graph2(self, state: State1, *, config=None):\n        tasks = []\n        for i in range(5):\n            state = State2()\n\n            # Use callbacks from parent config if available, otherwise create new one\n            graph2_config = {\n                ""run_name"": f""Graph2-{i}"",\n                ""callbacks"": config[""callbacks""]\n            }\n\n            graph2 = Graph2()\n            tasks.append(\n                asyncio.wait_for(\n                    graph2.graph.ainvoke(\n                        input=state,\n                        config=graph2_config,\n                    ),\n                    timeout=600,  # ! This should live in DB or as an environment variable\n                )\n            )\n\n        # Run the tasks in parallel\n        results = await asyncio.gather(*tasks)\n        return {\n            ""output1"": results,\n        }\n\n# --------------\n\nasync def orchestrator():\n        langfuse = get_client()\n        with langfuse.start_as_current_span(\n            name=""DummySpan"",\n            input={""input1"": ""dummy""},\n            metadata={""metadata1"": ""dummy""},\n        ) as span:\n            # Add tag to trace\n            span.update_trace(tags=[""dummy""])\n\n            # Call graph1\n            state = State1()\n\n            graph1 = Graph1()\n            callback_handler = CallbackHandler()\n            output_state = await graph1.graph.ainvoke(\n                state,\n                config={""run_name"": ""Graph1"", ""callbacks"": [callback_handler]},\n            )\n            span.update(output=output_state)\n\nif __name__ == ""__main__"":\n    asyncio.run(orchestrator())\n```\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\n```\nlangfuse==3.3.2\nlangchain-openai==0.3.32\nlanggraph==0.6.6\nlangchain==0.3.27\nlangchain-core==0.3.75\n```\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nYes",bug_report,github bug label or bug: title
"bug: ModuleNotFoundError: No module named 'langchain' when use langfuse-python 4.0\n\n### Describe the bug\n\nstart with langchain(python)\nerror when import like this:\n    from langfuse.langchain import CallbackHandler\n    langfuse_handler = CallbackHandler()\n\nerror is:\nTraceback (most recent call last):\n  File ""D:\miniconda3\envs\py311\Lib\site-packages\langfuse\langchain\CallbackHandler.py"", line 39, in <module>\n    import langchain\nModuleNotFoundError: No module named 'langchain'\n\nThis issue was resolved in langfuse-python version 3.8 and is similar to issue #9770 , but it has reappeared in langfuse-python version 4.0.\n\n### Steps to reproduce\n\npip install langfuse langchain-openai\n\nInitialize the Langfuse callback handler. LangChain has its own callback system, and Langfuse listens to those callbacks to record what your chains and LLMs are doing.\n\nfrom langfuse.langchain import CallbackHandler\nlangfuse_handler = CallbackHandler()\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"bug: session/trace view does not render all annotation queues in dropdown\n\n### Describe the bug\n\nWhen trying to add a session or trace to an annotation queue via the dropdown selector in the session / trace view, the dropdown is not scrollable and thus prevents selecting the appropriate annotation queue if you have more annotation queues than window height in the browser.\n\nReproduced on Safari and Firefox, and Chrome\n\n### Steps to reproduce\n\n1. Have some annotation queues\n2. Go the the traces / sessions view\n3. Open the dropdown next to ""Annotate"" to add to a queue\n4. Resize the window until not all annotation queues fit on screen\n5. the dropdown does not become scrollable, hiding certain queues\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n3.174.0\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\nResizing the browser window hides annotation queues with no way to select them:\n\n<img width=""413"" height=""186"" alt=""Image"" src=""https://github.com/user-attachments/assets/9ea5665a-1f49-4f5f-8902-5d6c5c27543f"" />\n<img width=""417"" height=""275"" alt=""Image"" src=""https://github.com/user-attachments/assets/e61109cd-99c7-4fbf-8299-93ef9e532585"" />\n\n### Are you interested in contributing a fix for this bug?\n\nYes",bug_report,github bug label or bug: title
"bug: Missing gemini info in fomatted ""Preview""\n\n### Describe the bug\n\nIt's working fine in others model.But it shows nothing when i use google Gemini model.\n\n**Google Gemini** \n<img width=""736"" height=""450"" alt=""Image"" src=""https://github.com/user-attachments/assets/aa18a336-ee57-4783-b613-9605f6dbfe21"" />\n\n<img width=""1139"" height=""551"" alt=""Image"" src=""https://github.com/user-attachments/assets/e09270ea-b6e6-4c51-a4a9-f72b2d91d1af"" />\n\n**GLM-5.1**\n\n<img width=""1143"" height=""445"" alt=""Image"" src=""https://github.com/user-attachments/assets/a824ec1e-498d-42f4-8c10-294a8dfde722"" />\n\n<img width=""1139"" height=""573"" alt=""Image"" src=""https://github.com/user-attachments/assets/59f09b21-9b32-41a3-b5d5-66c8e4aac1e6"" />\n\n### Steps to reproduce\n\nUsing Opentelemetry agent.jar integrate with Langfuse.\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\ntelemetry.distro.name: ""opentelemetry-java-instrumentation""\ntelemetry.distro.version: ""2.27.0""\ntelemetry.sdk.language: ""java""\ntelemetry.sdk.name: ""opentelemetry""\ntelemetry.sdk.version: ""1.61.0""\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"bug: Model settings screen don't let edit prices\n\n### Describe the bug\n\nThere is a strange glitch when I go to Model settings page and try to add new price.\nWhen I edit the key name it change the focus after every character entered making it completely unusable and worst UX/UI nightmare.\n\n### Steps to reproduce\n\n- select model and open settings page\n- click add price\n- start typing unit name\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"bug: auto refetch should not be immediate after manual refetch\n\n### Describe the bug\n\nIn the observations and tracing table, doing a manual refresh when the interval is short (30 seconds), tries to fetch the table twice - making the data not visible for few seconds until the second refresh. \n\nhttps://github.com/user-attachments/assets/169392c5-acf5-44dd-8669-c6bf4909f327\n\n### Steps to reproduce\n\n- go the oberservations page > observations tab\n- make the observation table refresh interval to 30s\n- click on the manual refresh button\n- during a certain refresh, data will be refetched twice\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nYes",bug_report,github bug label or bug: title
"feat(prompts): Add ""Select All N / Clear"" links and search+create input for prompt version labels\n\n## Problem\n\nWhen promoting a prompt, labels must currently be selected individually. For projects with many custom labels (e.g. per-environment `dev`, `uat`, `staging`, or per-developer `local-alice`, `local-bob` tags), this is cumbersome and error-prone.\n\n> ""This is a small UI request with outsized value because promotion workflows tend to be repeated under time pressure."" — community discussion\n\nReported in discussion: https://github.com/orgs/langfuse/discussions/12468\n\n## Proposed Changes\n\nTwo UX improvements to the prompt label promotion popover (`SetPromptVersionLabels`):\n\n### 1. ""Select all N · Clear"" text links\n- **""Select all N""** — N shows the count of *currently unselected* custom labels. Disabled when all are already selected.\n- **""Clear""** — deselects all custom labels at once. Disabled when none are selected.\n- Styled as plain text links (no border/background) to keep the popover lightweight.\n- The `production` label section is **intentionally unaffected** to preserve the destructive-action confirmation UX.\n\n### 2. Search + create input at the top of Custom labels\n- Replaces the old toggle-based ""Add custom label"" UX.\n- Filters the label list live as you type.\n- When the typed value has no exact match, shows an inline **""Create a new label: {input}""** option.\n- Validates against `PromptLabelSchema` and rejects reserved names (`production`, `latest`).\n\n## Files Changed\n- `web/src/features/prompts/components/SetPromptVersionLabels/index.tsx` — rewritten\n- `web/src/features/prompts/components/SetPromptVersionLabels/AddLabelForm.tsx` — deleted (logic inlined)",feature_request,feature request title pattern
"bug: LLM-as-a-Judge evaluator creates two scores for the same target observation in a single job execution\n\n### Describe the bug\n\nWe are seeing duplicate evaluation scores created by a single LLM-as-a-Judge evaluator execution.\n\nImportant clarification:\nWe do not consider it an issue that the evaluator runs on multiple observations in the same trace. Our evaluator is configured to run on GENERATION observations, and the application trace contains multiple GENERATION observations. That part is expected.\n\nThe actual issue is that for each target observation, the same evaluator execution creates two score records.\n\nExample from one trace:\n\ntarget_trace_id:\nb9abbaf4e85951b40cc0f71b2cfc0c15\n\ntarget_observation_id:\n3d62feddd2be3934\n\nexecutionTraceId:\n498b6a6cfdc0d5bda79d41c322963161\n\njob_execution_id:\n397a710ae92cd8ce7f41221c95f27645\n\njob_configuration_id:\n1e045b66-b307-438f-8577-302c5a4ec824\n\nFor this single evaluator execution and same target observation, two score records were created:\n\nscore_id:\n5703b1dc-fdc0-4c8e-a73b-342503f0e9c2\n\nscore_id:\n2200018d-06d5-435b-9960-dbb7ddc9c40d\n\nBoth scores have:\n- same score name: Answer Correctness - Renewal Agent\n- same value: 1\n- same source: EVAL\n- same target_trace_id\n- same target_observation_id\n- same job_configuration_id\n- same job_execution_id\n- same executionTraceId\n\nOnly the score_id and timestamp are different.\n\nThe same pattern appears for other target observations in the same trace as well.\n\nExpected behavior:\nFor a given evaluator execution and target observation, only one score should be created.\n\nActual behavior:\nA single evaluator execution creates two score records for the same target_observation_id.\n\nThis looks like the evaluator execution persists the score twice for the same target observation.\n\n### Steps to reproduce\n\n1. Use a self-hosted Langfuse Enterprise Edition deployment.\n\n2. Version:\n   v3.172.1\n\n3. Configure an LLM-as-a-Judge evaluator.\n\n4. Evaluator configuration:\n   - Name: Answer Correctness - Renewal Agent\n   - Run on: Observations\n   - Run on live incoming observations: Enabled\n   - Filter: Type = GENERATION\n   - Filter: Environment = usertest\n   - Sampling: 100%\n\n5. Send a trace that contains one or more GENERATION observations.\n\n6. Open the application trace.\n\n7. Open the Scores section.\n\n8. For each evaluated observation, observe that two scores are created for the same target_observation_id.\n\n9. Verify the score metadata.\n\nExample duplicated scores for one target observation:\n\ntarget_observation_id:\n3d62feddd2be3934\n\nexecutionTraceId:\n498b6a6cfdc0d5bda79d41c322963161\n\njob_execution_id:\n397a710ae92cd8ce7f41221c95f27645\n\njob_configuration_id:\n1e045b66-b307-438f-8577-302c5a4ec824\n\nTwo score records are created:\n- 5703b1dc-fdc0-4c8e-a73b-342503f0e9c2\n- 2200018d-06d5-435b-9960-dbb7ddc9c40d\n\nBoth scores point to the same evaluator execution and the same target observation.\n\n10. Open the evaluator execution trace:\n    498b6a6cfdc0d5bda79d41c322963161\n\n11. The evaluator execution trace shows the LLM-as-a-Judge execution for the same target observation.\n\n12. The issue repeats for other observations as well. For example:\n\ntarget_observation_id:\n76c07c83d5814c11\n\nexecutionTraceId:\nb5b85f736c67c4119670eaed2ddea7cc\n\njob_execution_id:\nacfb16141bb1c5e7a65d28e734175479\n\nTwo score records are created for the same target observation.\n\nAnother example:\n\ntarget_observation_id:\n4158442663ba5a8d\n\nexecutionTraceId:\ncc64c9c9bdd2d7915818e386a0f5e662\n\njob_execution_id:\n4cb129c4a877fd4f37285387359b7cfa\n\nTwo score records are created for the same target observation.\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n3.172.1\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nYes",bug_report,github bug label or bug: title
